name,city,state,url,website,buy_link,phone,email,type,notes,prices,source,source_url
Sara Lee Knit Products,Asheboro,NC,https://textileconnect.com/directory/sara-lee-knit-products/,https://textileconnect.com/directory/sara-lee-knit-products/,https://textileconnect.com/directory/sara-lee-knit-products/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"Saratoga Horseworks, LTD",Amsterdam,NY,https://textileconnect.com/directory/saratoga-horseworks-ltd/,https://textileconnect.com/directory/saratoga-horseworks-ltd/,https://textileconnect.com/directory/saratoga-horseworks-ltd/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sarreid Limited,High Point,NC,https://textileconnect.com/directory/sarreid-limited/,https://textileconnect.com/directory/sarreid-limited/,https://textileconnect.com/directory/sarreid-limited/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sattler Corp.,Hudson,NC,https://textileconnect.com/directory/sattler-corp/,https://textileconnect.com/directory/sattler-corp/,https://textileconnect.com/directory/sattler-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Saunders Thread Company,Gastonia,NC,https://textileconnect.com/directory/saunders-thread-company/,https://textileconnect.com/directory/saunders-thread-company/,https://textileconnect.com/directory/saunders-thread-company/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Saurer Inc,Charlotte,NC,https://textileconnect.com/directory/saurer-inc/,https://textileconnect.com/directory/saurer-inc/,https://textileconnect.com/directory/saurer-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sawgrass Technologies,Mount Pleasant,SC,https://textileconnect.com/directory/sawgrass-technologies/,https://textileconnect.com/directory/sawgrass-technologies/,https://textileconnect.com/directory/sawgrass-technologies/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Saye Corp Inc,High Point,NC,https://textileconnect.com/directory/saye-corp-inc/,https://textileconnect.com/directory/saye-corp-inc/,https://textileconnect.com/directory/saye-corp-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sbi Fabric Finishing,Athens,TX,https://textileconnect.com/directory/sbi-fabric-finishing/,https://textileconnect.com/directory/sbi-fabric-finishing/,https://textileconnect.com/directory/sbi-fabric-finishing/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sca Packaging,Butner,NC,https://textileconnect.com/directory/sca-packaging/,https://textileconnect.com/directory/sca-packaging/,https://textileconnect.com/directory/sca-packaging/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Scearce’s Wholesale,Mt Airy,NC,https://textileconnect.com/directory/scearces-wholesale/,https://textileconnect.com/directory/scearces-wholesale/,https://textileconnect.com/directory/scearces-wholesale/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Scene Weaver,Columbia,SC,https://textileconnect.com/directory/scene-weaver/,https://textileconnect.com/directory/scene-weaver/,https://textileconnect.com/directory/scene-weaver/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Schafer Sportswear Inc,Dallas,NC,https://textileconnect.com/directory/schafer-sportswear-inc/,https://textileconnect.com/directory/schafer-sportswear-inc/,https://textileconnect.com/directory/schafer-sportswear-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Schappe Techniques,Raleigh,NC,https://textileconnect.com/directory/schappe-techniques/,https://textileconnect.com/directory/schappe-techniques/,https://textileconnect.com/directory/schappe-techniques/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Schenk Vision LLC,Woodbury,MN,https://textileconnect.com/directory/schenk-vision-llc/,https://textileconnect.com/directory/schenk-vision-llc/,https://textileconnect.com/directory/schenk-vision-llc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Schlegel Corp/Sc Div,Chester,SC,https://textileconnect.com/directory/schlegel-corp-sc-div/,https://textileconnect.com/directory/schlegel-corp-sc-div/,https://textileconnect.com/directory/schlegel-corp-sc-div/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Schmidt Manufacturing Co Inc,Greenville,SC,https://textileconnect.com/directory/schmidt-manufacturing-co-inc/,https://textileconnect.com/directory/schmidt-manufacturing-co-inc/,https://textileconnect.com/directory/schmidt-manufacturing-co-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"Schneider Mills, Inc.",Taylorsville,NC,https://textileconnect.com/directory/schneider-mills-inc/,https://textileconnect.com/directory/schneider-mills-inc/,https://textileconnect.com/directory/schneider-mills-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"Schnieder – Banks, Inc.",Athens,TX,https://textileconnect.com/directory/schnieder-banks-inc/,https://textileconnect.com/directory/schnieder-banks-inc/,https://textileconnect.com/directory/schnieder-banks-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"Schober USA, Inc.",Fairfield,OH,https://textileconnect.com/directory/schober-usa-inc/,https://textileconnect.com/directory/schober-usa-inc/,https://textileconnect.com/directory/schober-usa-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"Schoen Trimming & Cord Co., Inc.",New York,NY,https://textileconnect.com/directory/schoen-trimming-cord-co-inc/,https://textileconnect.com/directory/schoen-trimming-cord-co-inc/,https://textileconnect.com/directory/schoen-trimming-cord-co-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
School Cuts Screen Embroidery,West Columbia,SC,https://textileconnect.com/directory/school-cuts-screen-embroidery/,https://textileconnect.com/directory/school-cuts-screen-embroidery/,https://textileconnect.com/directory/school-cuts-screen-embroidery/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
School Protection System Co.,Denver,NC,https://textileconnect.com/directory/school-protection-system-co/,https://textileconnect.com/directory/school-protection-system-co/,https://textileconnect.com/directory/school-protection-system-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Schwartz Manufacturing Company,Two Rivers,WI,https://textileconnect.com/directory/schwartz-manufacturing-company/,https://textileconnect.com/directory/schwartz-manufacturing-company/,https://textileconnect.com/directory/schwartz-manufacturing-company/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sclavos USA Inc,Charlotte,NC,https://textileconnect.com/directory/sclavos-usa-inc/,https://textileconnect.com/directory/sclavos-usa-inc/,https://textileconnect.com/directory/sclavos-usa-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Scoggins Manufacturing Inc,Burlington,NC,https://textileconnect.com/directory/scoggins-manufacturing-inc/,https://textileconnect.com/directory/scoggins-manufacturing-inc/,https://textileconnect.com/directory/scoggins-manufacturing-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Scollon Productions Inc,Chapin,SC,https://textileconnect.com/directory/scollon-productions-inc/,https://textileconnect.com/directory/scollon-productions-inc/,https://textileconnect.com/directory/scollon-productions-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Scorpio Knits,Statesville,NC,https://textileconnect.com/directory/scorpio-knits/,https://textileconnect.com/directory/scorpio-knits/,https://textileconnect.com/directory/scorpio-knits/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Scout Boats Inc,Summerville,SC,https://textileconnect.com/directory/scout-boats-inc/,https://textileconnect.com/directory/scout-boats-inc/,https://textileconnect.com/directory/scout-boats-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Screen-Trans,Moonachie,NJ,https://textileconnect.com/directory/screen-trans/,https://textileconnect.com/directory/screen-trans/,https://textileconnect.com/directory/screen-trans/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Screen Impressions,Shelby,NC,https://textileconnect.com/directory/screen-impressions/,https://textileconnect.com/directory/screen-impressions/,https://textileconnect.com/directory/screen-impressions/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Screenplay,Vineyard,UT,https://textileconnect.com/directory/screenplay/,https://textileconnect.com/directory/screenplay/,https://textileconnect.com/directory/screenplay/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Screen Printing Express,Myrtle Beach,SC,https://textileconnect.com/directory/screen-printing-express/,https://textileconnect.com/directory/screen-printing-express/,https://textileconnect.com/directory/screen-printing-express/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Screen Printing Unlimited,Waxhaw,NC,https://textileconnect.com/directory/screen-printing-unlimited/,https://textileconnect.com/directory/screen-printing-unlimited/,https://textileconnect.com/directory/screen-printing-unlimited/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Screen Scene,Winston Salem,NC,https://textileconnect.com/directory/screen-scene/,https://textileconnect.com/directory/screen-scene/,https://textileconnect.com/directory/screen-scene/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Scrub City,Clarkton,NC,https://textileconnect.com/directory/scrub-city/,https://textileconnect.com/directory/scrub-city/,https://textileconnect.com/directory/scrub-city/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Scruggs Rug Shop,Forest,NC,https://textileconnect.com/directory/scruggs-rug-shop/,https://textileconnect.com/directory/scruggs-rug-shop/,https://textileconnect.com/directory/scruggs-rug-shop/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"SDFC, Synergy Dyeing & Finishing",Statesville,NC,https://textileconnect.com/directory/sdfc-synergy-dyeing-finishing/,https://textileconnect.com/directory/sdfc-synergy-dyeing-finishing/,https://textileconnect.com/directory/sdfc-synergy-dyeing-finishing/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
SDL Atlas,Charlotte,NC,https://textileconnect.com/directory/sdl-atlas/,https://textileconnect.com/directory/sdl-atlas/,https://textileconnect.com/directory/sdl-atlas/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
SD Polymers,Macon,GA,https://textileconnect.com/directory/sd-polymers/,https://textileconnect.com/directory/sd-polymers/,https://textileconnect.com/directory/sd-polymers/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"se7en, LLC",High Point,NC,https://textileconnect.com/directory/se7en-llc/,https://textileconnect.com/directory/se7en-llc/,https://textileconnect.com/directory/se7en-llc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Seaboard Textile Inc,Raleigh,NC,https://textileconnect.com/directory/seaboard-textile-inc/,https://textileconnect.com/directory/seaboard-textile-inc/,https://textileconnect.com/directory/seaboard-textile-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
SeaChange Technologies,Raleigh,NC,https://textileconnect.com/directory/seachange-technologies/,https://textileconnect.com/directory/seachange-technologies/,https://textileconnect.com/directory/seachange-technologies/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sealoflex Inc,Charleston,SC,https://textileconnect.com/directory/sealoflex-inc/,https://textileconnect.com/directory/sealoflex-inc/,https://textileconnect.com/directory/sealoflex-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Seam-Craft Inc,High Point,NC,https://textileconnect.com/directory/seam-craft-inc/,https://textileconnect.com/directory/seam-craft-inc/,https://textileconnect.com/directory/seam-craft-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Seamless Industries Inc,Charlotte,NC,https://textileconnect.com/directory/seamless-industries-inc/,https://textileconnect.com/directory/seamless-industries-inc/,https://textileconnect.com/directory/seamless-industries-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Seamless Sensations Inc,Chester,SC,https://textileconnect.com/directory/seamless-sensations-inc/,https://textileconnect.com/directory/seamless-sensations-inc/,https://textileconnect.com/directory/seamless-sensations-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
SEAMS,Columbia,SC,https://textileconnect.com/directory/seams/,https://textileconnect.com/directory/seams/,https://textileconnect.com/directory/seams/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Seattle Industrial Textile Co.,Seattle,WA,https://textileconnect.com/directory/seattle-industrial-textile-co/,https://textileconnect.com/directory/seattle-industrial-textile-co/,https://textileconnect.com/directory/seattle-industrial-textile-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Secondary Materials and Recycled Textiles Assoc,Falls Church,VA,https://textileconnect.com/directory/secondary-materials-and-recycled-textiles-assoc/,https://textileconnect.com/directory/secondary-materials-and-recycled-textiles-assoc/,https://textileconnect.com/directory/secondary-materials-and-recycled-textiles-assoc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Second Nature,Raleigh,NC,https://textileconnect.com/directory/second-nature/,https://textileconnect.com/directory/second-nature/,https://textileconnect.com/directory/second-nature/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Secrets,Charlotte,NC,https://textileconnect.com/directory/secrets/,https://textileconnect.com/directory/secrets/,https://textileconnect.com/directory/secrets/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Securall Inc,Sanford,NC,https://textileconnect.com/directory/securall-inc/,https://textileconnect.com/directory/securall-inc/,https://textileconnect.com/directory/securall-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sedgefield By Adams,High Point,NC,https://textileconnect.com/directory/sedgefield-by-adams/,https://textileconnect.com/directory/sedgefield-by-adams/,https://textileconnect.com/directory/sedgefield-by-adams/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sedgefield Sanitary District,Greensboro,NC,https://textileconnect.com/directory/sedgefield-sanitary-district/,https://textileconnect.com/directory/sedgefield-sanitary-district/,https://textileconnect.com/directory/sedgefield-sanitary-district/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Seiren (Previously Viscotec Automotive Products),Morganton,NC,https://textileconnect.com/directory/seiren-previously-viscotec-automotive-products/,https://textileconnect.com/directory/seiren-previously-viscotec-automotive-products/,https://textileconnect.com/directory/seiren-previously-viscotec-automotive-products/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"Select Fabricators, Inc",Canandaigua,NY,https://textileconnect.com/directory/select-fabricators-inc/,https://textileconnect.com/directory/select-fabricators-inc/,https://textileconnect.com/directory/select-fabricators-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Select Furniture Mfr,High Point,NC,https://textileconnect.com/directory/select-furniture-mfr/,https://textileconnect.com/directory/select-furniture-mfr/,https://textileconnect.com/directory/select-furniture-mfr/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sellars,Milwaukee,WI,https://textileconnect.com/directory/sellars/,https://textileconnect.com/directory/sellars/,https://textileconnect.com/directory/sellars/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sentry Table Pad Co,Raleigh,NC,https://textileconnect.com/directory/sentry-table-pad-co/,https://textileconnect.com/directory/sentry-table-pad-co/,https://textileconnect.com/directory/sentry-table-pad-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sequins International Inc.,Woodside,NY,https://textileconnect.com/directory/sequins-international-inc/,https://textileconnect.com/directory/sequins-international-inc/,https://textileconnect.com/directory/sequins-international-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Seritex Inc.,East Rutherford,NJ,https://textileconnect.com/directory/seritex-inc/,https://textileconnect.com/directory/seritex-inc/,https://textileconnect.com/directory/seritex-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sero Sales,Belmont,NC,https://textileconnect.com/directory/sero-sales/,https://textileconnect.com/directory/sero-sales/,https://textileconnect.com/directory/sero-sales/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Service Thread Manufacturing Corporation,Laurinburg,NC,https://textileconnect.com/directory/service-thread-manufacturing-corporation/,https://textileconnect.com/directory/service-thread-manufacturing-corporation/,https://textileconnect.com/directory/service-thread-manufacturing-corporation/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"Sevantex, Inc.","Knowlton, QC",,https://textileconnect.com/directory/sevantex-inc/,https://textileconnect.com/directory/sevantex-inc/,https://textileconnect.com/directory/sevantex-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"Seven Islands Inc., North America",Torrance,CA,https://textileconnect.com/directory/seven-islands-inc-north-america/,https://textileconnect.com/directory/seven-islands-inc-north-america/,https://textileconnect.com/directory/seven-islands-inc-north-america/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sew Elegant Designs by Sylvia,Youngsville,NC,https://textileconnect.com/directory/sew-elegant-designs-by-sylvia/,https://textileconnect.com/directory/sew-elegant-designs-by-sylvia/,https://textileconnect.com/directory/sew-elegant-designs-by-sylvia/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sewing By Sherry,Pineville,NC,https://textileconnect.com/directory/sewing-by-sherry/,https://textileconnect.com/directory/sewing-by-sherry/,https://textileconnect.com/directory/sewing-by-sherry/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sewing Room,Winston Salem,NC,https://textileconnect.com/directory/sewing-room/,https://textileconnect.com/directory/sewing-room/,https://textileconnect.com/directory/sewing-room/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sewing Solutions,Clayton,NC,https://textileconnect.com/directory/sewing-solutions/,https://textileconnect.com/directory/sewing-solutions/,https://textileconnect.com/directory/sewing-solutions/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sewing Source Inc,Spring Hope,NC,https://textileconnect.com/directory/sewing-source-inc/,https://textileconnect.com/directory/sewing-source-inc/,https://textileconnect.com/directory/sewing-source-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sewing Unlimited,Wilmington,NC,https://textileconnect.com/directory/sewing-unlimited/,https://textileconnect.com/directory/sewing-unlimited/,https://textileconnect.com/directory/sewing-unlimited/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sew It Seams,Morehead,NC,https://textileconnect.com/directory/sew-it-seams/,https://textileconnect.com/directory/sew-it-seams/,https://textileconnect.com/directory/sew-it-seams/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sew Master Sewing Machine Svc,Dobson,NC,https://textileconnect.com/directory/sew-master-sewing-machine-svc/,https://textileconnect.com/directory/sew-master-sewing-machine-svc/,https://textileconnect.com/directory/sew-master-sewing-machine-svc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sew Much Fun,Lowell,NC,https://textileconnect.com/directory/sew-much-fun/,https://textileconnect.com/directory/sew-much-fun/,https://textileconnect.com/directory/sew-much-fun/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
sew much more repair services,Jacksonville,NC,https://textileconnect.com/directory/sew-much-more-repair-services/,https://textileconnect.com/directory/sew-much-more-repair-services/,https://textileconnect.com/directory/sew-much-more-repair-services/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sewn Products Equipment & Suppliers of the Americas (SPESA),Raleigh,NC,https://textileconnect.com/directory/sewn-products-equipment-suppliers-of-the-americas-spesa/,https://textileconnect.com/directory/sewn-products-equipment-suppliers-of-the-americas-spesa/,https://textileconnect.com/directory/sewn-products-equipment-suppliers-of-the-americas-spesa/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sew Rite Boutique,Fayetteville,NC,https://textileconnect.com/directory/sew-rite-boutique/,https://textileconnect.com/directory/sew-rite-boutique/,https://textileconnect.com/directory/sew-rite-boutique/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sew Unique Sewing Ctr,Raleigh,NC,https://textileconnect.com/directory/sew-unique-sewing-ctr/,https://textileconnect.com/directory/sew-unique-sewing-ctr/,https://textileconnect.com/directory/sew-unique-sewing-ctr/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Sextet Fabrics Inc.,Roosevelt,NY,https://textileconnect.com/directory/sextet-fabrics-inc/,https://textileconnect.com/directory/sextet-fabrics-inc/,https://textileconnect.com/directory/sextet-fabrics-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
SF tailors DBA ProtectiveWears,Apex,NC,https://textileconnect.com/directory/sf-tailors-dba-protectivewears/,https://textileconnect.com/directory/sf-tailors-dba-protectivewears/,https://textileconnect.com/directory/sf-tailors-dba-protectivewears/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
SG Knits Inc.,Los Angeles,CA,https://textileconnect.com/directory/sg-knits-inc/,https://textileconnect.com/directory/sg-knits-inc/,https://textileconnect.com/directory/sg-knits-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
SGL Carbon,Santa Clarita,CA,https://textileconnect.com/directory/sgl-carbon/,https://textileconnect.com/directory/sgl-carbon/,https://textileconnect.com/directory/sgl-carbon/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"SGS North America, Inc.",Fairfield,NJ,https://textileconnect.com/directory/sgs-north-america-inc/,https://textileconnect.com/directory/sgs-north-america-inc/,https://textileconnect.com/directory/sgs-north-america-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Shadowline,Myrtle Beach,SC,https://textileconnect.com/directory/shadowline/,https://textileconnect.com/directory/shadowline/,https://textileconnect.com/directory/shadowline/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Shadowline Inc,Morganton,NC,https://textileconnect.com/directory/shadowline-inc/,https://textileconnect.com/directory/shadowline-inc/,https://textileconnect.com/directory/shadowline-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
T & E Fabrics,High Point,NC,https://textileconnect.com/directory/t-e-fabrics/,https://textileconnect.com/directory/t-e-fabrics/,https://textileconnect.com/directory/t-e-fabrics/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
T & G Machine Co,Dallas,NC,https://textileconnect.com/directory/t-g-machine-co/,https://textileconnect.com/directory/t-g-machine-co/,https://textileconnect.com/directory/t-g-machine-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
T & J Sales,Lincolnton,NC,https://textileconnect.com/directory/t-j-sales/,https://textileconnect.com/directory/t-j-sales/,https://textileconnect.com/directory/t-j-sales/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
T & S Canvas Shop Inc,"North Charleston, SC",SC,https://textileconnect.com/directory/t-s-canvas-shop-inc/,https://textileconnect.com/directory/t-s-canvas-shop-inc/,https://textileconnect.com/directory/t-s-canvas-shop-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
T & T Liquidators,Lumberton,NC,https://textileconnect.com/directory/t-t-liquidators/,https://textileconnect.com/directory/t-t-liquidators/,https://textileconnect.com/directory/t-t-liquidators/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
T & V Specialties Inc,Woodleaf,NC,https://textileconnect.com/directory/t-v-specialties-inc/,https://textileconnect.com/directory/t-v-specialties-inc/,https://textileconnect.com/directory/t-v-specialties-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
T & W Textile Machinery Inc.,"Clover, SC",SC,https://textileconnect.com/directory/t-w-textile-machinery-inc/,https://textileconnect.com/directory/t-w-textile-machinery-inc/,https://textileconnect.com/directory/t-w-textile-machinery-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
