name,city,state,url,website,buy_link,phone,email,type,notes,products,source,source_url,prices
Vanceboro Apparel,Vanceboro,NC,https://textileconnect.com/directory/vanceboro-apparel/,https://textileconnect.com/directory/vanceboro-apparel/,https://textileconnect.com/directory/vanceboro-apparel/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Van Dyne Crotty Inc,Columbus,OH,https://textileconnect.com/directory/van-dyne-crotty-inc/,https://textileconnect.com/directory/van-dyne-crotty-inc/,https://textileconnect.com/directory/van-dyne-crotty-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Vanguard Furniture Co,Conover,NC,https://textileconnect.com/directory/vanguard-furniture-co/,https://textileconnect.com/directory/vanguard-furniture-co/,https://textileconnect.com/directory/vanguard-furniture-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Vanguard Supreme Machine Corp,Monroe,NC,https://textileconnect.com/directory/vanguard-supreme-machine-corp/,https://textileconnect.com/directory/vanguard-supreme-machine-corp/,https://textileconnect.com/directory/vanguard-supreme-machine-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Van Holt Machine Shop,High Point,NC,https://textileconnect.com/directory/van-holt-machine-shop/,https://textileconnect.com/directory/van-holt-machine-shop/,https://textileconnect.com/directory/van-holt-machine-shop/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Van Lathem,Salisbury,NC,https://textileconnect.com/directory/van-lathem/,https://textileconnect.com/directory/van-lathem/,https://textileconnect.com/directory/van-lathem/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Vapor Apparel,Hanahan,SC,https://textileconnect.com/directory/vapor-apparel/,https://textileconnect.com/directory/vapor-apparel/,https://textileconnect.com/directory/vapor-apparel/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Vapor Apparel Co.,N. Charletston,SC,https://textileconnect.com/directory/vapor-apparel-co/,https://textileconnect.com/directory/vapor-apparel-co/,https://textileconnect.com/directory/vapor-apparel-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Varinit Corp,Greenville,SC,https://textileconnect.com/directory/varinit-corp/,https://textileconnect.com/directory/varinit-corp/,https://textileconnect.com/directory/varinit-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Vartest Laboratories, Inc.",New York,NY,https://textileconnect.com/directory/vartest-laboratories-inc/,https://textileconnect.com/directory/vartest-laboratories-inc/,https://textileconnect.com/directory/vartest-laboratories-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
V C Mfg Co Inc,Cameron,NC,https://textileconnect.com/directory/v-c-mfg-co-inc/,https://textileconnect.com/directory/v-c-mfg-co-inc/,https://textileconnect.com/directory/v-c-mfg-co-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
V Dells Garments,Louisburg,NC,https://textileconnect.com/directory/v-dells-garments/,https://textileconnect.com/directory/v-dells-garments/,https://textileconnect.com/directory/v-dells-garments/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Vector Shirts,Hamlet,NC,https://textileconnect.com/directory/vector-shirts/,https://textileconnect.com/directory/vector-shirts/,https://textileconnect.com/directory/vector-shirts/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Velco Inc,Hickory,NC,https://textileconnect.com/directory/velco-inc/,https://textileconnect.com/directory/velco-inc/,https://textileconnect.com/directory/velco-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Vemarei LLC,Smithtown,NY,https://textileconnect.com/directory/vemarei-llc/,https://textileconnect.com/directory/vemarei-llc/,https://textileconnect.com/directory/vemarei-llc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Venosan North America Inc,Asheboro,NC,https://textileconnect.com/directory/venosan-north-america-inc/,https://textileconnect.com/directory/venosan-north-america-inc/,https://textileconnect.com/directory/venosan-north-america-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
VenTara Corporation / Hi-Tech Fabrics,Fuquay Varina,NC,https://textileconnect.com/directory/ventara-corporation-hi-tech-fabrics/,https://textileconnect.com/directory/ventara-corporation-hi-tech-fabrics/,https://textileconnect.com/directory/ventara-corporation-hi-tech-fabrics/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Venus Thread Inc.,Atlanta,GA,https://textileconnect.com/directory/venus-thread-inc/,https://textileconnect.com/directory/venus-thread-inc/,https://textileconnect.com/directory/venus-thread-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Verena Design Inc,High Point,NC,https://textileconnect.com/directory/verena-design-inc/,https://textileconnect.com/directory/verena-design-inc/,https://textileconnect.com/directory/verena-design-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Versalift Southeast,Graham,NC,https://textileconnect.com/directory/versalift-southeast/,https://textileconnect.com/directory/versalift-southeast/,https://textileconnect.com/directory/versalift-southeast/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Versatile Knits Inc,Clover,SC,https://textileconnect.com/directory/versatile-knits-inc/,https://textileconnect.com/directory/versatile-knits-inc/,https://textileconnect.com/directory/versatile-knits-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Vertical Textiles,Miami,FL,https://textileconnect.com/directory/vertical-textiles/,https://textileconnect.com/directory/vertical-textiles/,https://textileconnect.com/directory/vertical-textiles/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Veyance Technology, Inc.",Porterdale,GA,https://textileconnect.com/directory/veyance-technology-inc/,https://textileconnect.com/directory/veyance-technology-inc/,https://textileconnect.com/directory/veyance-technology-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
VF Corp,Greensboro,NC,https://textileconnect.com/directory/vf-corp/,https://textileconnect.com/directory/vf-corp/,https://textileconnect.com/directory/vf-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
VF Jeanswear LP,Mocksville,NC,https://textileconnect.com/directory/vf-jeanswear-lp-3/,https://textileconnect.com/directory/vf-jeanswear-lp-3/,https://textileconnect.com/directory/vf-jeanswear-lp-3/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Victoria’s Rag Patch Inc,Calabash,NC,https://textileconnect.com/directory/victorias-rag-patch-inc/,https://textileconnect.com/directory/victorias-rag-patch-inc/,https://textileconnect.com/directory/victorias-rag-patch-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Victor Mill Inc,Greenville,SC,https://textileconnect.com/directory/victor-mill-inc/,https://textileconnect.com/directory/victor-mill-inc/,https://textileconnect.com/directory/victor-mill-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Vinthu Group LLC,Detroit,MI,https://textileconnect.com/directory/vinthu-group-llc/,https://textileconnect.com/directory/vinthu-group-llc/,https://textileconnect.com/directory/vinthu-group-llc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Violetta’s Sewing Kit,Charlotte,NC,https://textileconnect.com/directory/violettas-sewing-kit/,https://textileconnect.com/directory/violettas-sewing-kit/,https://textileconnect.com/directory/violettas-sewing-kit/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Vista Products,Hamlet,NC,https://textileconnect.com/directory/vista-products/,https://textileconnect.com/directory/vista-products/,https://textileconnect.com/directory/vista-products/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Visten Business Services, LLC.",Arden,NC,https://textileconnect.com/directory/visten-business-services-llc/,https://textileconnect.com/directory/visten-business-services-llc/,https://textileconnect.com/directory/visten-business-services-llc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
VitaFlex LLC,Burlington,NC,https://textileconnect.com/directory/vitaflex-llc/,https://textileconnect.com/directory/vitaflex-llc/,https://textileconnect.com/directory/vitaflex-llc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Vita Nonwovens, LLC",High Point,NC,https://textileconnect.com/directory/vita-nonwovens-llc/,https://textileconnect.com/directory/vita-nonwovens-llc/,https://textileconnect.com/directory/vita-nonwovens-llc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Vitel Industries,Des Plaines,IL,https://textileconnect.com/directory/vitel-industries/,https://textileconnect.com/directory/vitel-industries/,https://textileconnect.com/directory/vitel-industries/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
W.D. Felder & Co.,Lubbock,TX,https://textileconnect.com/directory/w-d-felder-co/,https://textileconnect.com/directory/w-d-felder-co/,https://textileconnect.com/directory/w-d-felder-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
W & W Gin Inc,Margarettsville,NC,https://textileconnect.com/directory/w-w-gin-inc/,https://textileconnect.com/directory/w-w-gin-inc/,https://textileconnect.com/directory/w-w-gin-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Wachovia,Charlotte,NC,https://textileconnect.com/directory/wachovia/,https://textileconnect.com/directory/wachovia/,https://textileconnect.com/directory/wachovia/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Wactor & Assoc,Orangeburg,SC,https://textileconnect.com/directory/wactor-assoc/,https://textileconnect.com/directory/wactor-assoc/,https://textileconnect.com/directory/wactor-assoc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Wade Manufacturing Co,Wadesboro,NC,https://textileconnect.com/directory/wade-manufacturing-co/,https://textileconnect.com/directory/wade-manufacturing-co/,https://textileconnect.com/directory/wade-manufacturing-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Walco,Marion,NC,https://textileconnect.com/directory/walco/,https://textileconnect.com/directory/walco/,https://textileconnect.com/directory/walco/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Walcot Trading Co.,Memphis,TN,https://textileconnect.com/directory/walcot-trading-co/,https://textileconnect.com/directory/walcot-trading-co/,https://textileconnect.com/directory/walcot-trading-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Wald-Tex, Inc.",New York,NY,https://textileconnect.com/directory/wald-tex-inc/,https://textileconnect.com/directory/wald-tex-inc/,https://textileconnect.com/directory/wald-tex-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Wales Fabrics Knit Goods,Clover,SC,https://textileconnect.com/directory/wales-fabrics-knit-goods/,https://textileconnect.com/directory/wales-fabrics-knit-goods/,https://textileconnect.com/directory/wales-fabrics-knit-goods/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Walker’s Draperies & Interiors,Durham,NC,https://textileconnect.com/directory/walkers-draperies-interiors/,https://textileconnect.com/directory/walkers-draperies-interiors/,https://textileconnect.com/directory/walkers-draperies-interiors/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Walter Reynolds,Lincolnton,NC,https://textileconnect.com/directory/walter-reynolds/,https://textileconnect.com/directory/walter-reynolds/,https://textileconnect.com/directory/walter-reynolds/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Waltrich Plastic Corp.,Walthourville,GA,https://textileconnect.com/directory/waltrich-plastic-corp/,https://textileconnect.com/directory/waltrich-plastic-corp/,https://textileconnect.com/directory/waltrich-plastic-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Ward’s Awning Co,Greensboro,NC,https://textileconnect.com/directory/wards-awning-co/,https://textileconnect.com/directory/wards-awning-co/,https://textileconnect.com/directory/wards-awning-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Ward & Nixon Cotton Gin Inc,Winfall,NC,https://textileconnect.com/directory/ward-nixon-cotton-gin-inc/,https://textileconnect.com/directory/ward-nixon-cotton-gin-inc/,https://textileconnect.com/directory/ward-nixon-cotton-gin-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Ward Hosiery Co.,Hickory,NC,https://textileconnect.com/directory/ward-hosiery-co/,https://textileconnect.com/directory/ward-hosiery-co/,https://textileconnect.com/directory/ward-hosiery-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Warmilu,Ann Arbor,MI,https://textileconnect.com/directory/warmilu/,https://textileconnect.com/directory/warmilu/,https://textileconnect.com/directory/warmilu/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
WARP Development Corp,Monroe,NC,https://textileconnect.com/directory/warp-development-corp/,https://textileconnect.com/directory/warp-development-corp/,https://textileconnect.com/directory/warp-development-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Warp Knit Mills,Lincolnton,NC,https://textileconnect.com/directory/warp-knit-mills/,https://textileconnect.com/directory/warp-knit-mills/,https://textileconnect.com/directory/warp-knit-mills/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Warp Technologies Inc,Holly Springs,NC,https://textileconnect.com/directory/warp-technologies-inc/,https://textileconnect.com/directory/warp-technologies-inc/,https://textileconnect.com/directory/warp-technologies-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Warptek LLC,Wellford,SC,https://textileconnect.com/directory/warptek-llc/,https://textileconnect.com/directory/warptek-llc/,https://textileconnect.com/directory/warptek-llc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Warren Corporation,Stafford Springs,CT,https://textileconnect.com/directory/warren-corporation/,https://textileconnect.com/directory/warren-corporation/,https://textileconnect.com/directory/warren-corporation/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Washburn & Co,Roebuck,SC,https://textileconnect.com/directory/washburn-co/,https://textileconnect.com/directory/washburn-co/,https://textileconnect.com/directory/washburn-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Washington Garment Dyeing,Los Angeles,CA,https://textileconnect.com/directory/washington-garment-dyeing/,https://textileconnect.com/directory/washington-garment-dyeing/,https://textileconnect.com/directory/washington-garment-dyeing/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Washington Penn Plastics,Charlotte,NC,https://textileconnect.com/directory/washington-penn-plastics/,https://textileconnect.com/directory/washington-penn-plastics/,https://textileconnect.com/directory/washington-penn-plastics/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
WaterLand Canvas,Charleston,SC,https://textileconnect.com/directory/waterland-canvas/,https://textileconnect.com/directory/waterland-canvas/,https://textileconnect.com/directory/waterland-canvas/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Waters Sail,Lexington,SC,https://textileconnect.com/directory/waters-sail/,https://textileconnect.com/directory/waters-sail/,https://textileconnect.com/directory/waters-sail/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Waverly Mills Inc,Laurinburg,NC,https://textileconnect.com/directory/waverly-mills-inc/,https://textileconnect.com/directory/waverly-mills-inc/,https://textileconnect.com/directory/waverly-mills-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Wayne Mills Co., Inc.",Philadelphia,PA,https://textileconnect.com/directory/wayne-mills-co-inc/,https://textileconnect.com/directory/wayne-mills-co-inc/,https://textileconnect.com/directory/wayne-mills-co-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Wayne Mills Co. Inc.,Philadelphia,PA,https://textileconnect.com/directory/wayne-mills-co-inc-2/,https://textileconnect.com/directory/wayne-mills-co-inc-2/,https://textileconnect.com/directory/wayne-mills-co-inc-2/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
WB Fashions,Aheville,NC,https://textileconnect.com/directory/wb-fashions/,https://textileconnect.com/directory/wb-fashions/,https://textileconnect.com/directory/wb-fashions/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
WC & R INTERESTS LLC,Fletcher,NC,https://textileconnect.com/directory/wc-r-interests-llc/,https://textileconnect.com/directory/wc-r-interests-llc/,https://textileconnect.com/directory/wc-r-interests-llc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
WCI Group,Cary,NC,https://textileconnect.com/directory/wci-group/,https://textileconnect.com/directory/wci-group/,https://textileconnect.com/directory/wci-group/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Wea Furniture Co,Hickory,NC,https://textileconnect.com/directory/wea-furniture-co/,https://textileconnect.com/directory/wea-furniture-co/,https://textileconnect.com/directory/wea-furniture-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Weavetec Inc,Blacksburg,SC,https://textileconnect.com/directory/weavetec-inc/,https://textileconnect.com/directory/weavetec-inc/,https://textileconnect.com/directory/weavetec-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Weavexx Corp,Youngsville,NC,https://textileconnect.com/directory/weavexx-corp/,https://textileconnect.com/directory/weavexx-corp/,https://textileconnect.com/directory/weavexx-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Webtech Inc,Spartanburg,SC,https://textileconnect.com/directory/webtech-inc/,https://textileconnect.com/directory/webtech-inc/,https://textileconnect.com/directory/webtech-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Webtec Inc,Charlotte,NC,https://textileconnect.com/directory/webtec-inc/,https://textileconnect.com/directory/webtec-inc/,https://textileconnect.com/directory/webtec-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
W E Daye,Durham,NC,https://textileconnect.com/directory/w-e-daye/,https://textileconnect.com/directory/w-e-daye/,https://textileconnect.com/directory/w-e-daye/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Wedding Accessories,Rural Hall,NC,https://textileconnect.com/directory/wedding-accessories/,https://textileconnect.com/directory/wedding-accessories/,https://textileconnect.com/directory/wedding-accessories/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Weeks Dye Works,Garner,NC,https://textileconnect.com/directory/weeks-dye-works/,https://textileconnect.com/directory/weeks-dye-works/,https://textileconnect.com/directory/weeks-dye-works/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Weldon Gin Co,Weldon,NC,https://textileconnect.com/directory/weldon-gin-co/,https://textileconnect.com/directory/weldon-gin-co/,https://textileconnect.com/directory/weldon-gin-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Wellman Plastics Recycling, LLC",Johnsonville,SC,https://textileconnect.com/directory/wellman-plastics-recycling-llc/,https://textileconnect.com/directory/wellman-plastics-recycling-llc/,https://textileconnect.com/directory/wellman-plastics-recycling-llc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Wellmark, LLC.",Asheboro,NC,https://textileconnect.com/directory/wellmark-llc/,https://textileconnect.com/directory/wellmark-llc/,https://textileconnect.com/directory/wellmark-llc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Wells Hosiery Mills, Inc.",Asheboro,NC,https://textileconnect.com/directory/wells-hosiery-mills-inc/,https://textileconnect.com/directory/wells-hosiery-mills-inc/,https://textileconnect.com/directory/wells-hosiery-mills-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Wellstone Mills LLC,Greenville,SC,https://textileconnect.com/directory/wellstone-mills-llc/,https://textileconnect.com/directory/wellstone-mills-llc/,https://textileconnect.com/directory/wellstone-mills-llc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Wendell Fabrics Corporation,Blacksburg,SC,https://textileconnect.com/directory/wendell-fabrics-corporation/,https://textileconnect.com/directory/wendell-fabrics-corporation/,https://textileconnect.com/directory/wendell-fabrics-corporation/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Werner Mathis USA Inc,Concord,NC,https://textileconnect.com/directory/werner-mathis-usa-inc/,https://textileconnect.com/directory/werner-mathis-usa-inc/,https://textileconnect.com/directory/werner-mathis-usa-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Wes-Co Enterprises,Granite Falls,NC,https://textileconnect.com/directory/wes-co-enterprises/,https://textileconnect.com/directory/wes-co-enterprises/,https://textileconnect.com/directory/wes-co-enterprises/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
X-Rite,Greensboro,NC,https://textileconnect.com/directory/x-rite/,https://textileconnect.com/directory/x-rite/,https://textileconnect.com/directory/x-rite/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Xanofi, Inc.",Raleigh,NC,https://textileconnect.com/directory/xanofi-inc/,https://textileconnect.com/directory/xanofi-inc/,https://textileconnect.com/directory/xanofi-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Xerium Technologies Inc,Youngsville,NC,https://textileconnect.com/directory/xerium-technologies-inc/,https://textileconnect.com/directory/xerium-technologies-inc/,https://textileconnect.com/directory/xerium-technologies-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Yangtex, S.A.",,,https://textileconnect.com/directory/yangtex-s-a/,https://textileconnect.com/directory/yangtex-s-a/,https://textileconnect.com/directory/yangtex-s-a/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Yarnex Inc,Columbia,SC,https://textileconnect.com/directory/yarnex-inc/,https://textileconnect.com/directory/yarnex-inc/,https://textileconnect.com/directory/yarnex-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Yarn Mavens Inc.,New York,NY,https://textileconnect.com/directory/yarn-mavens-inc/,https://textileconnect.com/directory/yarn-mavens-inc/,https://textileconnect.com/directory/yarn-mavens-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Yarn Sales Corp.,Hillsborough,NJ,https://textileconnect.com/directory/yarn-sales-corp/,https://textileconnect.com/directory/yarn-sales-corp/,https://textileconnect.com/directory/yarn-sales-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Yarntex Corp,Gastonia,NC,https://textileconnect.com/directory/yarntex-corp/,https://textileconnect.com/directory/yarntex-corp/,https://textileconnect.com/directory/yarntex-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Yarrington Mills Corp.,Hatboro,PA,https://textileconnect.com/directory/yarrington-mills-corp/,https://textileconnect.com/directory/yarrington-mills-corp/,https://textileconnect.com/directory/yarrington-mills-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Yates Bleachery Co.,Flintstone,GA,https://textileconnect.com/directory/yates-bleachery-co/,https://textileconnect.com/directory/yates-bleachery-co/,https://textileconnect.com/directory/yates-bleachery-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Yates Johnson & Co. Inc.,Spartanburg,SC,https://textileconnect.com/directory/yates-johnson-co-inc/,https://textileconnect.com/directory/yates-johnson-co-inc/,https://textileconnect.com/directory/yates-johnson-co-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Yellow Dog Design,Greensboro,NC,https://textileconnect.com/directory/yellow-dog-design/,https://textileconnect.com/directory/yellow-dog-design/,https://textileconnect.com/directory/yellow-dog-design/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
